"","species","genus","family","order","class"
"1948","Microcosmus sulcatus","Microcosmus","Pyuridae","Stolidobranchia","Ascidiacea"
"1949","Scapharca cornea","Scapharca","Arcidae","Arcoida","Bivalvia"
"1950","Saccostrea cucullata","Saccostrea","Ostreidae","Ostreoida","Bivalvia"
"1951","Turbo cornutus","Turbo","Turbinidae",NA,"Gastropoda"
"1952","Limulus polyphemus","Limulus","Limulidae","Xiphosura","Merostomata"
"1953","Chlamys islandica","Chlamys","Pectinidae","Pectinoida","Bivalvia"
"1954","Crassostrea madrasensis","Crassostrea","Ostreidae","Ostreoida","Bivalvia"
"1955","Fenneropenaeus indicus","Fenneropenaeus","Penaeidae","Decapoda","Malacostraca"
"1956","Scylla serrata","Scylla","Portunidae","Decapoda","Malacostraca"
"1957","Haliporoides sibogae","Haliporoides","Solenoceridae","Decapoda","Malacostraca"
"1958","Haliotis discus","Haliotis","Haliotidae",NA,"Gastropoda"
"1959","Ruditapes philippinarum","Ruditapes","Veneridae","Veneroida","Bivalvia"
"1960","Corbicula japonica","Corbicula","Corbiculidae","Veneroida","Bivalvia"
"1961","Todarodes pacificus","Todarodes","Ommastrephidae","Teuthida","Cephalopoda"
"1962","Meretrix lusoria","Meretrix","Veneridae","Veneroida","Bivalvia"
"1963","Pinctada fucata","Pinctada","Pteriidae","Pterioida","Bivalvia"
"1964","Apostichopus japonicus","Apostichopus","Stichopodidae","Aspidochirotida","Holothuroidea"
"1965","Cancer borealis","Cancer","Cancridae","Decapoda","Malacostraca"
"1966","Jasus frontalis","Jasus","Palinuridae","Decapoda","Malacostraca"
"1967","Dosidicus gigas","Dosidicus","Ommastrephidae","Teuthida","Cephalopoda"
"1968","Lithodes ferox","Lithodes","Lithodidae","Decapoda","Malacostraca"
"1969","Haliporoides triarthrus","Haliporoides","Solenoceridae","Decapoda","Malacostraca"
"1970","Solenocera crassicornis","Solenocera","Solenoceridae","Decapoda","Malacostraca"
"1971","Solenocera agassizii","Solenocera","Solenoceridae","Decapoda","Malacostraca"
"1972","Mytilus coruscus","Mytilus","Mytilidae","Mytiloida","Bivalvia"
"1973","Marsupenaeus japonicus","Marsupenaeus","Penaeidae","Decapoda","Malacostraca"
"1974","Doryteuthis pealeii","Doryteuthis","Loliginidae","Teuthida","Cephalopoda"
"1975","Panulirus longipes","Panulirus","Palinuridae","Decapoda","Malacostraca"
"1976","Crassostrea belcheri","Crassostrea","Ostreidae","Ostreoida","Bivalvia"
"1977","Mesodesma donacium","Mesodesma","Mesodesmatidae","Veneroida","Bivalvia"
"1978","Crassostrea rhizophorae","Crassostrea","Ostreidae","Ostreoida","Bivalvia"
"1979","Mytilus galloprovincialis","Mytilus","Mytilidae","Mytiloida","Bivalvia"
"1980","Carcinus aestuarii","Carcinus","Carcinidae","Decapoda","Malacostraca"
"1981","Metanephrops mozambicus","Metanephrops","Nephropidae","Decapoda","Malacostraca"
"1982","Panulirus polyphagus","Panulirus","Palinuridae","Decapoda","Malacostraca"
"1983","Palinurus delagoae","Palinurus","Palinuridae","Decapoda","Malacostraca"
"1984","Metanephrops challengeri","Metanephrops","Nephropidae","Decapoda","Malacostraca"
"1985","Perna canaliculus","Perna","Mytilidae","Mytiloida","Bivalvia"
"1986","Pecten novaezelandiae","Pecten","Pectinidae","Pectinoida","Bivalvia"
"1987","Mimachlamys nobilis","Mimachlamys","Pectinidae","Pectinoida","Bivalvia"
"1988","Farfantepenaeus aztecus","Farfantepenaeus","Penaeidae","Decapoda","Malacostraca"
"1989","Farfantepenaeus duorarum","Farfantepenaeus","Penaeidae","Decapoda","Malacostraca"
"1990","Pandalus borealis","Pandalus","Pandalidae","Decapoda","Malacostraca"
"1991","Mercenaria mercenaria","Mercenaria","Veneridae","Veneroida","Bivalvia"
"1992","Illex illecebrosus","Illex","Ommastrephidae","Teuthida","Cephalopoda"
"1993","Litopenaeus setiferus","Litopenaeus","Penaeidae","Decapoda","Malacostraca"
"1994","Nephrops norvegicus","Nephrops","Nephropidae","Decapoda","Malacostraca"
"1995","Meganyctiphanes norvegica","Meganyctiphanes","Euphausiidae","Euphausiacea","Malacostraca"
"1996","Arctica islandica","Arctica","Arcticidae","Veneroida","Bivalvia"
"1997","Ostrea lurida","Ostrea","Ostreidae","Ostreoida","Bivalvia"
"1998","Argopecten ventricosus","Argopecten","Pectinidae","Pectinoida","Bivalvia"
"1999","Crassostrea gigas","Crassostrea","Ostreidae","Ostreoida","Bivalvia"
"2000","Panopea abrupta","Panopea","Hiatellidae","Myoida","Bivalvia"
"2001","Leukoma staminea","Leukoma","Veneridae","Veneroida","Bivalvia"
"2002","Siliqua patula","Siliqua","Pharidae","Veneroida","Bivalvia"
"2003","Cancer productus","Cancer","Cancridae","Decapoda","Malacostraca"
"2004","Doryteuthis gahi","Doryteuthis","Loliginidae","Teuthida","Cephalopoda"
"2005","Pteria penguin","Pteria","Pteriidae","Pterioida","Bivalvia"
"2006","Haliotis midae","Haliotis","Haliotidae",NA,"Gastropoda"
"2007","Argopecten purpuratus","Argopecten","Pectinidae","Pectinoida","Bivalvia"
"2008","Palinurus mauritanicus","Palinurus","Palinuridae","Decapoda","Malacostraca"
"2009","Venerupis corrugata","Venerupis","Veneridae","Veneroida","Bivalvia"
"2010","Chionoecetes opilio","Chionoecetes","Majidae","Decapoda","Malacostraca"
"2011","Aequipecten opercularis","Aequipecten","Pectinidae","Pectinoida","Bivalvia"
"2012","Haliotis rufescens","Haliotis","Haliotidae",NA,"Gastropoda"
"2013","Pyura stolonifera","Pyura","Pyuridae","Stolidobranchia","Ascidiacea"
"2014","Chaceon quinquedens","Chaceon","Geryonidae","Decapoda","Malacostraca"
"2015","Jasus edwardsii","Jasus","Palinuridae","Decapoda","Malacostraca"
"2016","Pyura chilensis","Pyura","Pyuridae","Stolidobranchia","Ascidiacea"
"2017","Asterias rubens","Asterias","Asteriidae","Forcipulatida","Asteroidea"
"2018","Paralomis aculeata","Paralomis","Lithodidae","Decapoda","Malacostraca"
"2019","Farfantepenaeus brasiliensis","Farfantepenaeus","Penaeidae","Decapoda","Malacostraca"
"2020","Fenneropenaeus penicillatus","Fenneropenaeus","Penaeidae","Decapoda","Malacostraca"
"2021","Mytilus edulis","Mytilus","Mytilidae","Mytiloida","Bivalvia"
"2022","Sicyonia brevirostris","Sicyonia","Sicyoniidae","Decapoda","Malacostraca"
"2023","Pleoticus robustus","Pleoticus","Solenoceridae","Decapoda","Malacostraca"
"2024","Panulirus regius","Panulirus","Palinuridae","Decapoda","Malacostraca"
"2025","Mya arenaria","Mya","Myidae","Myoida","Bivalvia"
"2026","Farfantepenaeus paulensis","Farfantepenaeus","Penaeidae","Decapoda","Malacostraca"
"2027","Panulirus homarus","Panulirus","Palinuridae","Decapoda","Malacostraca"
"2028","Martialia hyadesi","Martialia","Ommastrephidae","Teuthida","Cephalopoda"
"2029","Metapenaeus joyneri","Metapenaeus","Penaeidae","Decapoda","Malacostraca"
"2030","Pinctada maxima","Pinctada","Pteriidae","Pterioida","Bivalvia"
"2031","Crassostrea iredalei","Crassostrea","Ostreidae","Ostreoida","Bivalvia"
"2032","Haliotis diversicolor","Haliotis","Haliotidae",NA,"Gastropoda"
"2033","Paralomis granulosa","Paralomis","Lithodidae","Decapoda","Malacostraca"
"2034","Perna perna","Perna","Mytilidae","Mytiloida","Bivalvia"
"2035","Farfantepenaeus notialis","Farfantepenaeus","Penaeidae","Decapoda","Malacostraca"
"2036","Trachysalambria curvirostris","Trachysalambria","Penaeidae","Decapoda","Malacostraca"
"2037","Palinurus gilchristi","Palinurus","Palinuridae","Decapoda","Malacostraca"
"2038","Litopenaeus schmitti","Litopenaeus","Penaeidae","Decapoda","Malacostraca"
"2039","Metapenaeus monoceros","Metapenaeus","Penaeidae","Decapoda","Malacostraca"
"2040","Maja squinado","Maja","Majidae","Decapoda","Malacostraca"
"2041","Squilla mantis","Squilla","Squillidae",NA,"Malacostraca"
"2042","Mactromeris polynyma","Mactromeris","Mactridae","Veneroida","Bivalvia"
"2043",NA,"Maja","Majidae","Decapoda","Malacostraca"
"2044","Paracentrotus lividus","Paracentrotus","Echinidae","Echinoida","Echinoidea"
"2045","Chamelea gallina","Chamelea","Veneridae","Veneroida","Bivalvia"
"2046","Crassostrea rivularis","Crassostrea","Ostreidae","Ostreoida","Bivalvia"
"2047","Protothaca thaca","Protothaca","Veneridae","Veneroida","Bivalvia"
"2048","Jasus tristani","Jasus","Palinuridae","Decapoda","Malacostraca"
"2049","Haliotis tuberculata","Haliotis","Haliotidae",NA,"Gastropoda"
"2050","Mimachlamys varia","Mimachlamys","Pectinidae","Pectinoida","Bivalvia"
"2051","Necora puber","Necora","Portunidae","Decapoda","Malacostraca"
"2052","Patinopecten caurinus","Patinopecten","Pectinidae","Pectinoida","Bivalvia"
"2053","Nototodarus sloanii","Nototodarus","Ommastrephidae","Teuthida","Cephalopoda"
"2054","Chaceon maritae","Chaceon","Geryonidae","Decapoda","Malacostraca"
"2055","Melicertus latisulcatus","Melicertus","Penaeidae","Decapoda","Malacostraca"
"2056","Buccinum undatum","Buccinum","Buccinidae",NA,"Gastropoda"
"2057","Litopenaeus vannamei","Litopenaeus","Penaeidae","Decapoda","Malacostraca"
"2058","Farfantepenaeus californiensis","Farfantepenaeus","Penaeidae","Decapoda","Malacostraca"
"2059","Paralomis formosa","Paralomis","Lithodidae","Decapoda","Malacostraca"
"2060","Ommastrephes bartramii","Ommastrephes","Ommastrephidae","Teuthida","Cephalopoda"
"2061","Loligo forbesii","Loligo","Loliginidae","Teuthida","Cephalopoda"
"2062","Scyllarides latus","Scyllarides","Scyllaridae","Decapoda","Malacostraca"
"2063","Stramonita haemastoma",NA,"Muricidae",NA,"Gastropoda"
"2064","Cerastoderma edule","Cerastoderma","Cardiidae","Veneroida","Bivalvia"
"2065","Cervimunida johni","Cervimunida","Munididae","Decapoda","Malacostraca"
"2066","Erimacrus isenbeckii","Erimacrus","Atelecyclidae","Decapoda","Malacostraca"
"2067","Ibacus ciliatus","Ibacus","Scyllaridae","Decapoda","Malacostraca"
"2068","Lithodes aequispinus","Lithodes","Lithodidae","Decapoda","Malacostraca"
"2069",NA,"Psittacus","Psittacidae","Psittaciformes","Aves"
"2070","Pandalopsis japonica","Pandalopsis","Pandalidae","Decapoda","Malacostraca"
"2071","Pandalus goniurus","Pandalus","Pandalidae","Decapoda","Malacostraca"
"2072","Pandalus hypsinotus","Pandalus","Pandalidae","Decapoda","Malacostraca"
"2073","Panulirus gracilis","Panulirus","Palinuridae","Decapoda","Malacostraca"
"2074","Paralithodes brevipes","Paralithodes","Lithodidae","Decapoda","Malacostraca"
"2075","Paralithodes camtschaticus","Paralithodes","Lithodidae","Decapoda","Malacostraca"
"2076","Paralithodes platypus","Paralithodes","Lithodidae","Decapoda","Malacostraca"
"2077","Mizuhopecten yessoensis","Mizuhopecten","Pectinidae","Pectinoida","Bivalvia"
"2078","Pleuroncodes monodon","Pleuroncodes","Munididae","Decapoda","Malacostraca"
"2079","Pleuroncodes planipes","Pleuroncodes","Munididae","Decapoda","Malacostraca"
"2080","Sicyonia ingentis","Sicyonia","Sicyoniidae","Decapoda","Malacostraca"
"2081","Tivela mactroides","Tivela","Veneridae","Veneroida","Bivalvia"
"2082","Spisula ovalis","Spisula","Mactridae","Veneroida","Bivalvia"
"2083","Anadara ovalis","Anadara","Arcidae","Arcoida","Bivalvia"
"2084","Clinocardium nuttallii","Clinocardium","Cardiidae","Veneroida","Bivalvia"
"2085","Doryteuthis opalescens","Doryteuthis","Loliginidae","Teuthida","Cephalopoda"
"2086","Pandalus jordani","Pandalus","Pandalidae","Decapoda","Malacostraca"
"2087","Tresus nuttallii","Tresus","Mactridae","Veneroida","Bivalvia"
"2088","Cardisoma guanhumi","Cardisoma","Gecarcinidae","Decapoda","Malacostraca"
"2089","Sepioteuthis lessoniana","Sepioteuthis","Loliginidae","Teuthida","Cephalopoda"
"2090","Spisula solida","Spisula","Mactridae","Veneroida","Bivalvia"
"2091","Tridacna maxima","Tridacna","Tridacnidae","Veneroida","Bivalvia"
"2092","Polititapes rhomboides","Polititapes","Veneridae","Veneroida","Bivalvia"
"2093","Liocarcinus depurator","Liocarcinus","Polybiidae","Decapoda","Malacostraca"
"2094","Semele solida","Semele","Semelidae","Veneroida","Bivalvia"
"2095","Glycymeris glycymeris","Glycymeris","Glycymerididae","Arcoida","Bivalvia"
"2096",NA,"Delicatula","Tricholomataceae","Agaricales","Agaricomycetes"
"2097","Palaemon longirostris","Palaemon","Palaemonidae","Decapoda","Malacostraca"
"2098","Thenus orientalis","Thenus","Scyllaridae","Decapoda","Malacostraca"
"2099","Tawera elliptica","Tawera","Veneridae","Veneroida","Bivalvia"
"2100","Aristeomorpha foliacea","Aristeomorpha","Aristeidae","Decapoda","Malacostraca"
"2101","Eledone cirrhosa","Eledone","Octopodidae","Octopoda","Cephalopoda"
"2102","Charonia lampas","Charonia","Ranellidae",NA,"Gastropoda"
"2103","Zygochlamys patagonica","Zygochlamys","Pectinidae","Pectinoida","Bivalvia"
"2104","Scrobicularia plana","Scrobicularia","Scrobiculariidae","Veneroida","Bivalvia"
"2105","Paphies australis","Paphies","Mesodesmatidae","Veneroida","Bivalvia"
"2106","Bolinus brandaris","Bolinus","Muricidae",NA,"Gastropoda"
"2107","Callista chione","Callista","Veneridae","Veneroida","Bivalvia"
"2108","Jasus paulensis","Jasus","Palinuridae","Decapoda","Malacostraca"
"2109","Austrovenus stutchburyi","Austrovenus","Veneridae","Veneroida","Bivalvia"
"2110","Venus verrucosa","Venus","Veneridae","Veneroida","Bivalvia"
"2111","Cyclina sinensis","Cyclina","Veneridae","Veneroida","Bivalvia"
"2112","Sinonovacula constricta","Sinonovacula","Solecurtidae","Veneroida","Bivalvia"
"2113","Tonna galea","Tonna","Tonnidae",NA,"Gastropoda"
"2114","Acanthocardia tuberculata","Acanthocardia","Cardiidae","Veneroida","Bivalvia"
"2115","Chaceon affinis","Chaceon","Geryonidae","Decapoda","Malacostraca"
"2116","Ensis ensis","Ensis","Pharidae","Veneroida","Bivalvia"
"2117","Ensis siliqua","Ensis","Pharidae","Veneroida","Bivalvia"
"2118","Laevicardium crassum","Laevicardium","Cardiidae","Veneroida","Bivalvia"
"2119","Palaemon varians","Palaemon","Palaemonidae","Decapoda","Malacostraca"
"2120","Pharus legumen","Pharus","Pharidae","Veneroida","Bivalvia"
"2121","Oxymeris areolata","Oxymeris","Terebridae",NA,"Gastropoda"
"2122","Thalamita crenata","Thalamita","Portunidae","Decapoda","Malacostraca"
"2123",NA,"Perdix","Phasianidae","Galliformes","Aves"
"2124","Toxopneustes pileolus","Toxopneustes","Toxopneustidae","Temnopleuroida","Echinoidea"
"2125","Tripneustes gratilla","Tripneustes","Toxopneustidae","Temnopleuroida","Echinoidea"
"2126","Tectus niloticus","Tectus","Trochidae",NA,"Gastropoda"
"2127","Turbo setosus","Turbo","Turbinidae",NA,"Gastropoda"
"2128","Zosimus aeneus","Zosimus","Xanthidae","Decapoda","Malacostraca"
"2129","Carpilius convexus","Carpilius","Carpiliidae","Decapoda","Malacostraca"
"2130","Carpilius maculatus","Carpilius","Carpiliidae","Decapoda","Malacostraca"
"2131","Conus ebraeus","Conus","Conidae",NA,"Gastropoda"
"2132","Conus striatus","Conus","Conidae",NA,"Gastropoda"
"2133",NA,"Mauritiana","Halotthiaceae","Pleosporales","Dothideomycetes"
"2134","Cypraea tigris","Cypraea","Cypraeidae",NA,"Gastropoda"
"2135","Daldorfia horrida","Daldorfia","Parthenopidae","Decapoda","Malacostraca"
"2136","Dardanus megistos","Dardanus","Diogenidae","Decapoda","Malacostraca"
"2137","Diadema savignyi","Diadema","Diadematidae","Diadematoida","Echinoidea"
"2138","Echinothrix calamaris","Echinothrix","Diadematidae","Diadematoida","Echinoidea"
"2139","Echinothrix diadema","Echinothrix","Diadematidae","Diadematoida","Echinoidea"
"2140","Eriphia sebana","Eriphia","Eriphiidae","Decapoda","Malacostraca"
"2141","Etisus splendidus","Etisus","Xanthidae","Decapoda","Malacostraca"
"2142","Gafrarium tumidum","Gafrarium","Veneridae","Veneroida","Bivalvia"
"2143","Hexabranchus sanguineus","Hexabranchus","Hexabranchidae","Nudibranchia","Gastropoda"
"2144","Holothuria atra","Holothuria","Holothuriidae","Aspidochirotida","Holothuroidea"
"2145","Holothuria edulis","Holothuria","Holothuriidae","Aspidochirotida","Holothuroidea"
"2146","Lambis lambis","Lambis","Strombidae",NA,"Gastropoda"
"2147","Lambis truncata","Lambis","Strombidae",NA,"Gastropoda"
"2148","Nerita versicolor","Nerita","Neritidae",NA,"Gastropoda"
"2149","Nerita polita","Nerita","Neritidae",NA,"Gastropoda"
"2150","Oratosquilla oratoria","Oratosquilla","Squillidae",NA,"Malacostraca"
"2151","Palinurellus wieneckii","Palinurellus","Synaxidae","Decapoda","Malacostraca"
"2152","Panulirus penicillatus","Panulirus","Palinuridae","Decapoda","Malacostraca"
"2153","Panulirus versicolor","Panulirus","Palinuridae","Decapoda","Malacostraca"
"2154","Parribacus antarcticus","Parribacus","Scyllaridae","Decapoda","Malacostraca"
"2155","Pinna bicolor","Pinna","Pinnidae","Pterioida","Bivalvia"
"2156","Portunus sanguinolentus","Portunus","Portunidae","Decapoda","Malacostraca"
"2157","Sepia latimanus","Sepia","Sepiidae","Sepiida","Cephalopoda"
"2158","Stichopus horrens","Stichopus","Stichopodidae","Aspidochirotida","Holothuroidea"
"2159","Conomurex luhuanus","Conomurex","Strombidae",NA,"Gastropoda"
"2160","Tectus pyramis","Tectus","Trochidae",NA,"Gastropoda"
"2161","Oxymeris crenulata","Oxymeris","Terebridae",NA,"Gastropoda"
"2162","Oxymeris maculata","Oxymeris","Terebridae",NA,"Gastropoda"
"2163","Acanthopleura gemmata","Acanthopleura","Chitonidae","Neoloricata","Polyplacophora"
"2164","Acanthopleura spinosa","Acanthopleura","Chitonidae","Neoloricata","Polyplacophora"
"2165","Actinopyga obesa","Actinopyga","Holothuriidae","Aspidochirotida","Holothuroidea"
"2166","Asaphis violascens","Asaphis","Psammobiidae","Veneroida","Bivalvia"
"2167","Asaphis deflorata","Asaphis","Psammobiidae","Veneroida","Bivalvia"
"2168","Bohadschia argus","Bohadschia","Holothuriidae","Aspidochirotida","Holothuroidea"
"2169","Bohadschia marmorata","Bohadschia","Holothuriidae","Aspidochirotida","Holothuroidea"
"2170","Calappa hepatica","Calappa","Calappidae","Decapoda","Malacostraca"
"2171","Parribacus caledonicus","Parribacus","Scyllaridae","Decapoda","Malacostraca"
"2172","Ranina ranina","Ranina","Raninidae","Decapoda","Malacostraca"
"2173","Ovalipes ocellatus","Ovalipes","Polybiidae","Decapoda","Malacostraca"
"2174",NA,"Tulipa","Liliaceae","Liliales","Liliopsida"
"2175","Crassostrea sikamea","Crassostrea","Ostreidae","Ostreoida","Bivalvia"
"2176","Crassadoma gigantea","Crassadoma","Pectinidae","Pectinoida","Bivalvia"
"2177","Enteroctopus dofleini","Enteroctopus","Octopodidae","Octopoda","Cephalopoda"
"2178","Callistoctopus minor","Callistoctopus","Octopodidae","Octopoda","Cephalopoda"
"2179","Nodipecten nodosus","Nodipecten","Pectinidae","Pectinoida","Bivalvia"
"2180","Macridiscus veneriformis","Macridiscus","Veneridae","Veneroida","Bivalvia"
"2181","Soletellina diphos","Soletellina","Psammobiidae","Veneroida","Bivalvia"
"2182","Goneplax rhomboides","Goneplax","Goneplacidae","Decapoda","Malacostraca"
"2183","Rapana venosa","Rapana","Muricidae",NA,"Gastropoda"
