iucn_sid,years,cats,stati,pop_trend_desc,calc_trend,pop_trend
22697599,"1994, 1996, 2000, 2004, 2006, 2008, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,0,-1
22697604,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2012, 2016","VU, VU, VU, VU, VU, NT, NT, NT, NT","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,0.01547,-1
22697608,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697611,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22697619,"1994, 2000, 2004, 2008, 2010, 2012, 2016","LC, LC, LC, NT, NT, NT, NT","1, 1, 1, 0.7333, 0.7333, 0.7333, 0.7333",increasing,-0.01639,1
22697648,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22697651,"1994, 1996, 2000, 2004, 2006, 2008, 2012, 2013, 2016","VU, VU, VU, VU, VU, VU, VU, EN, EN","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.2, 0.2",decreasing,-0.01027,-1
22697654,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22697658,"1994, 2000, 2004, 2006, 2008, 2012, 2016","NT, NT, NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,0,-1
22697695,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2012, 2013, 2016","EN, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0,-1
22697702,"1994, 2000, 2004, 2006, 2007, 2008, 2012, 2016","LC, NT, NT, NT, NT, NT, NT, NT","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0.00975,-1
22697713,"1994, 1996, 2000, 2004, 2006, 2008, 2012, 2013, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,0,-1
22697724,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22697728,"1994, 1996, 2000, 2004, 2005, 2008, 2010, 2012, 2016","CR, CR, VU, VU, VU, VU, VU, VU, VU","-0.0667, -0.0667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",unknown,0.02469,NA
22697733,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22697738,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22697742,"1994, 1996, 2000, 2004, 2005, 2007, 2008, 2009, 2010, 2012, 2013, 2015, 2016","VU, VU, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.4667, 0.4667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,-0.02211,-1
22697748,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22697752,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, NT, NT","1, 1, 1, 1, 1, 0.7333, 0.7333",unknown,-0.01259,NA
22697755,"1994, 2000, 2004, 2008, 2010, 2012, 2016","LC, NT, NT, NT, NT, NT, LC","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 1",stable,-0.00202,0
22697758,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, NT, LC","1, 1, 1, 1, 1, 0.7333, 1",increasing,-0.00469,1
22697761,"1994, 2000, 2004, 2008, 2009, 2010, 2012, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",decreasing,-0,-1
22697776,"1994, 1996, 2000, 2004, 2005, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,0,-1
22697782,"1994, 1996, 2000, 2004, 2005, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,0,0
22697789,"1994, 1996, 2000, 2004, 2005, 2007, 2008, 2010, 2012, 2016","VU, VU, EN, EN, EN, EN, EN, EN, EN, EN","0.4667, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.01249,-1
22697793,"1994, 2000, 2004, 2005, 2008, 2010, 2012, 2013, 2016","LC, VU, VU, VU, VU, VU, VU, VU, VU","1, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,-0.01795,-1
22697797,"1994, 2000, 2004, 2005, 2007, 2008, 2010, 2012, 2015, 2016","LC, VU, VU, VU, VU, VU, VU, VU, NT, NT","1, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.7333, 0.7333",stable,-0.0061,0
22697800,"1994, 1996, 2000, 2004, 2005, 2007, 2008, 2010, 2012, 2016","VU, VU, EN, EN, EN, EN, EN, EN, EN, EN","0.4667, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.01249,-1
22697805,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697810,"1994, 2000, 2004, 2005, 2008, 2010, 2012, 2013, 2015, 2016","NT, VU, VU, VU, VU, EN, EN, EN, EN, EN","0.7333, 0.4667, 0.4667, 0.4667, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.02485,-1
22697817,"1994, 2000, 2004, 2005, 2008, 2010, 2012, 2013, 2016","NT, VU, VU, VU, VU, VU, VU, VU, VU","0.7333, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",unknown,-0.00897,NA
22697822,"1994, 2000, 2004, 2008, 2010, 2012, 2016","LC, NT, NT, NT, NT, NT, NT","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0.00965,-1
22697825,"1994, 1996, 2000, 2004, 2005, 2007, 2008, 2010, 2012, 2016","VU, VU, EN, EN, EN, EN, EN, EN, EN, EN","0.4667, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.01249,-1
22697829,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22697834,"1994, 2000, 2004, 2008, 2009, 2012, 2014, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",decreasing,-0,-1
22697839,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22697842,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697847,"1994, 2000, 2004, 2008, 2009, 2010, 2012, 2015, 2016","LC, LC, LC, LC, LC, NT, NT, NT, NT","1, 1, 1, 1, 1, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0.014880000000000001,-1
22697852,"1994, 2000, 2004, 2005, 2007, 2008, 2009, 2012, 2016","LC, VU, VU, VU, NT, NT, LC, LC, LC","1, 0.4667, 0.4667, 0.4667, 0.7333, 0.7333, 1, 1, 1",increasing,0.01265,1
22697866,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22697870,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697875,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697879,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697885,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697888,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22697896,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2015, 2016","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","-0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,-0,-1
22697913,"1994, 1996, 2000, 2004, 2008, 2009, 2010, 2012, 2013, 2015, 2016","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","-0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,0,-1
22697925,"1994, 2000, 2004, 2005, 2008, 2010, 2012, 2016","LC, NT, NT, NT, NT, NT, NT, NT","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0.00949,-1
22697935,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2015, 2016","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","-0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,-0,-1
22697949,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2015, 2016","CR, CR, CR, CR, CR, CR, CR, EN, EN, EN, EN, VU, VU","-0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, 0.2, 0.2, 0.2, 0.2, 0.4667, 0.4667",increasing,0.02373,1
22697954,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22697957,"1994, 1996, 2000, 2004, 2006, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",unknown,0,NA
22697963,"1994, 2000, 2004, 2008, 2010, 2012, 2014, 2016","LC, NT, NT, NT, NT, NT, NT, NT","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0.00903,-1
22697967,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22697970,"1994, 2000, 2004, 2005, 2007, 2008, 2012, 2016","LC, VU, VU, VU, VU, VU, VU, VU","1, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,-0.01925,-1
22697975,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2009, 2010, 2012, 2016","VU, VU, EN, EN, EN, EN, EN, VU, VU, VU, VU","0.4667, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.4667, 0.4667, 0.4667, 0.4667",increasing,0.00189,1
22697984,"1994, 1996, 2000, 2004, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",increasing,0,1
22697987,"1994, 2000, 2004, 2006, 2008, 2010, 2011, 2012, 2016","LC, LC, LC, NT, NT, NT, VU, VU, VU","1, 1, 1, 0.7333, 0.7333, 0.7333, 0.4667, 0.4667, 0.4667",decreasing,-0.03041,-1
22697990,"1994, 1996, 2000, 2004, 2006, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,0,0
22697997,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2016","LC, VU, VU, VU, VU, VU, VU, VU","1, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,-0.01924,0
22698001,"1994, 2000, 2004, 2006, 2007, 2008, 2010, 2012, 2016","LC, VU, EN, EN, EN, EN, EN, EN, EN","1, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.03399,-1
22698005,"2000, 2004, 2006, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,0,0
22698012,"2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1",decreasing,-0,-1
22698017,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,-0,-1
22698020,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2015, 2016","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","-0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,-0,-1
22698027,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698030,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2016","LC, VU, VU, VU, VU, VU, VU, VU","1, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,-0.01924,0
22698035,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2010, 2012, 2016","CR, CR, EN, EN, EN, EN, EN, EN, EN, EN","-0.0667, -0.0667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0.0126,-1
22698039,"1994, 2000, 2004, 2008, 2010, 2012, 2016","LC, NT, NT, NT, NT, NT, NT","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0.00965,-1
22698042,"1994, 1996, 2000, 2004, 2005, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",increasing,0,1
22698049,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2009, 2010, 2012, 2015, 2016","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","-0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",increasing,0,1
22698055,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698062,"1994, 1996, 2000, 2004, 2005, 2008, 2010, 2012, 2016","CR, CR, CR, CR, EN, EN, EN, EN, EN","-0.0667, -0.0667, -0.0667, -0.0667, 0.2, 0.2, 0.2, 0.2, 0.2",stable,0.01605,0
22698080,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22698084,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, EN, EN, EN, EN","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.2, 0.2, 0.2, 0.2",decreasing,-0.01517,-1
22698088,"1994, 1996, 2000, 2004, 2006, 2008, 2010, 2012, 2016","EN, EN, EN, EN, EN, EN, EN, EN, EN","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",increasing,0,1
22698092,"1994, 1996, 2000, 2004, 2007, 2008, 2010, 2012, 2016","EN, EN, EN, EN, EN, EN, EN, EN, EN","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0,-1
22698097,"1994, 1996, 2000, 2004, 2008, 2009, 2010, 2012, 2013, 2015, 2016","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","-0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",unknown,0,NA
22698102,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22698106,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698114,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698119,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22698124,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22698128,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22698132,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22698136,"1994, 2000, 2004, 2008, 2010, 2012, 2015, 2016","LC, NT, NT, NT, NT, NT, NT, NT","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",increasing,-0.00879,1
22698140,"2000, 2004, 2005, 2008, 2010, 2012, 2015, 2016","VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,0,-1
22698150,"1994, 1996, 2000, 2004, 2005, 2007, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,-0,0
22698155,"1994, 1996, 2000, 2004, 2005, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,0,0
22698159,"1994, 2000, 2004, 2008, 2010, 2012, 2016","LC, NT, NT, NT, NT, NT, NT","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0.00965,-1
22698172,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, NT, NT","1, 1, 1, 1, 1, 1, 0.7333, 0.7333",decreasing,-0.01096,-1
22698175,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698182,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2016","NT, VU, VU, VU, VU, VU, VU, VU","0.7333, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,-0.00962,0
22698188,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, NT","1, 1, 1, 1, 1, 1, 0.7333",decreasing,-0.0079,-1
22698195,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",unknown,-0,NA
22698201,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22698209,"1994, 2000, 2004, 2008, 2010, 2012, 2016","LC, LC, NT, NT, NT, NT, NT","1, 1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0.01459,-1
22698216,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698222,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22698226,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22698230,"2000, 2004, 2008, 2010, 2012, 2015, 2016","LC, LC, NT, NT, VU, VU, VU","1, 1, 0.7333, 0.7333, 0.4667, 0.4667, 0.4667",decreasing,-0.03934,-1
22698235,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2015, 2016","VU, VU, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.4667, 0.4667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,-0.02236,-1
22698240,"1994, 2000, 2004, 2006, 2007, 2008, 2010, 2012, 2013, 2015, 2016","VU, VU, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.4667, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.01306,-1
22698246,"1994, 1996, 2000, 2004, 2005, 2008, 2010, 2012, 2016","VU, VU, VU, NT, NT, NT, NT, NT, NT","0.4667, 0.4667, 0.4667, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",unknown,0.01543,NA
22698249,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698252,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2010, 2012, 2016","EN, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",stable,0,0
22698267,"1994, 2000, 2004, 2014, 2016","LC, NT, NT, LC, LC","1, 0.7333, 0.7333, 1, 1",decreasing,0.00553,-1
22698272,"1994, 2000, 2004, 2014, 2016","LC, LC, LC, EN, EN","1, 1, 1, 0.2, 0.2",decreasing,-0.04332,-1
22698277,"1994, 1996, 2000, 2004, 2005, 2008, 2010, 2012, 2013, 2016","EN, EN, VU, VU, VU, VU, VU, VU, VU, VU","0.2, 0.2, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,0.01177,0
22698280,"1994, 1996, 2000, 2004, 2005, 2007, 2008, 2010, 2012, 2016","EN, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0,-1
22698288,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698293,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698300,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698305,"1996, 2000, 2003, 2004, 2005, 2007, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,-0,-1
22698310,"1994, 1996, 2000, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2015, 2016","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","-0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,-0,-1
22698314,"2000, 2003, 2004, 2005, 2007, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",stable,0,0
22698320,"1994, 2000, 2003, 2004, 2005, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2016","NT, VU, VU, VU, VU, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.7333, 0.4667, 0.4667, 0.4667, 0.4667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,-0.04241,-1
22698335,"1994, 2000, 2003, 2004, 2005, 2006, 2008, 2010, 2012, 2015, 2016","EN, VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.2, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",increasing,0.0079,1
22698350,"1994, 2000, 2003, 2004, 2005, 2008, 2010, 2012, 2013, 2014, 2016","LC, VU, EN, EN, EN, EN, EN, VU, NT, NT, NT","1, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.4667, 0.7333, 0.7333, 0.7333",increasing,5.9e-4,1
22698365,"1994, 2000, 2003, 2004, 2005, 2008, 2010, 2012, 2013, 2016","LC, LC, VU, VU, VU, VU, NT, NT, NT, NT","1, 1, 0.4667, 0.4667, 0.4667, 0.4667, 0.7333, 0.7333, 0.7333, 0.7333",stable,-0.00875,0
22698375,"2000, 2002, 2003, 2004, 2005, 2008, 2010, 2012, 2013, 2014, 2016","NT, VU, EN, EN, EN, EN, EN, EN, NT, NT, NT","0.7333, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.7333, 0.7333, 0.7333",decreasing,0.01521,-1
22698388,"2000, 2003, 2004, 2005, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",unknown,0,NA
